Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,02/12/2019,09:45,74404,74750,74300,732,991,8429,41723,3495,1009,13580,-6,783,3668,78,,,,,,557,24,151,165,2851,5412,1,6605,3904,3071,217,319,247
France,Données temps réel,02/12/2019,10:00,73905,74700,74000,733,1084,8364,41822,3355,1218,12760,-12,782,3799,80,-504,1100,-320,1205,2429,558,24,151,166,2852,5345,1,6625,3668,2467,216,319,247
France,Données temps réel,02/12/2019,10:15,73637,74550,73850,736,1237,8452,41931,3223,1432,12760,-15,781,3100,82,,,,,,561,24,151,165,2844,5442,1,6677,3760,2323,215,319,247
France,Données temps réel,02/12/2019,10:30,73685,74400,73700,735,1252,8465,42012,3233,1696,12456,-22,781,3077,82,-504,1100,-320,1205,2429,560,24,151,164,2838,5462,1,6559,3648,2249,215,319,247
France,Données temps réel,02/12/2019,10:45,73677,74250,73600,735,1287,8494,42042,3164,1895,11842,-31,780,3469,83,,,,,,560,24,151,164,2840,5489,1,6651,3471,1720,214,319,247
France,Données temps réel,02/12/2019,11:00,73509,74100,73500,732,1298,8434,41998,3055,2094,11543,-55,781,3629,83,-152,1100,-1255,1227,2952,557,24,151,164,2828,5441,1,6652,3339,1552,216,318,247
France,Données temps réel,02/12/2019,11:15,73544,74150,73350,733,1280,8477,42054,2999,2233,11282,-48,781,3753,83,,,,,,559,24,150,164,2828,5484,1,6565,3448,1269,216,318,247
France,Données temps réel,02/12/2019,11:30,73177,74200,73200,736,1244,8474,42018,3028,2367,10845,-58,781,3742,83,-152,1100,-1255,1227,2952,561,24,151,165,2827,5481,1,6556,3200,1089,214,320,247
France,Données temps réel,02/12/2019,11:45,73335,74400,73450,734,1263,8461,42078,3017,2488,11163,-60,754,3437,83,,,,,,559,24,151,165,2820,5475,1,6562,3531,1070,189,318,247
France,Données temps réel,02/12/2019,12:00,73601,74600,73700,733,1299,8474,42047,2958,2602,11056,-60,767,3725,83,445,1100,-695,1205,2731,558,24,151,164,2813,5496,1,6583,3430,1043,202,318,247
France,Données temps réel,02/12/2019,12:15,73037,73950,73150,734,1291,8428,41984,2984,2651,10096,-52,780,4141,84,,,,,,559,24,151,163,2809,5455,1,6540,2818,738,214,319,247
France,Données temps réel,02/12/2019,12:30,72873,73300,72600,731,1358,8426,41950,2984,2671,9724,-53,780,4302,86,445,1100,-695,1205,2731,556,24,151,177,2804,5444,1,6452,2626,646,215,318,247
France,Données temps réel,02/12/2019,12:45,73485,73700,73150,732,1420,8446,41994,3064,2646,10010,-1,780,4394,86,,,,,,557,24,151,178,2801,5466,1,6447,2793,770,214,319,247
France,Données temps réel,02/12/2019,13:00,72696,74100,73700,732,1455,8479,41939,3102,2668,9692,-1,779,3851,87,325,1100,-1801,1069,3048,557,24,151,177,2806,5495,1,6398,2650,644,214,318,247
France,Données temps réel,02/12/2019,13:15,72408,73100,72650,733,1619,8515,41968,3111,2688,10193,-1,781,2801,89,,,,,,558,24,151,178,2800,5536,1,6336,3150,707,214,320,247
France,Données temps réel,02/12/2019,13:30,71607,72100,71600,632,1786,8436,41973,3137,2568,10041,-1,777,2258,90,325,1100,-1801,1069,3048,457,24,151,178,2799,5458,1,6330,3072,639,213,317,247
France,Données temps réel,02/12/2019,13:45,71275,71650,71300,177,1937,8578,41979,3057,2504,9646,-1,779,2619,89,,,,,,2,24,151,178,2800,5599,1,6162,2787,697,214,318,247
France,Données temps réel,02/12/2019,14:00,70961,71200,71000,176,2045,8475,41919,3094,2405,9412,-1,782,2654,90,-520,1100,-2683,1205,3770,1,24,151,176,2796,5502,1,6165,2624,623,215,320,247
France,Données temps réel,02/12/2019,14:15,70754,71250,71100,177,2097,8359,42009,3182,2300,10090,-1,780,1761,89,,,,,,2,24,151,176,2795,5387,1,6244,3059,787,214,319,247
France,Données temps réel,02/12/2019,14:30,69920,71300,71200,176,2023,8409,41966,3272,2146,8987,-10,782,2169,90,-520,1100,-2683,1205,3752,1,24,151,177,2796,5435,1,6227,2403,357,214,321,247
France,Données temps réel,02/12/2019,14:45,69194,70400,70100,177,1941,8405,41961,3219,1981,8745,-11,783,1993,89,,,,,,2,24,151,177,2764,5463,1,6223,2195,327,215,321,247
France,Données temps réel,02/12/2019,15:00,68997,69500,69000,177,1965,8472,41980,3290,1739,8994,-11,791,1600,90,-1840,1600,-2531,793,3576,2,24,151,176,2759,5536,1,6179,2383,432,216,328,247
France,Données temps réel,02/12/2019,15:15,68867,68900,68850,177,1999,8785,41993,3369,1514,9915,-10,788,337,91,,,,,,2,24,151,176,2762,5846,1,6421,2910,584,214,327,247
France,Données temps réel,02/12/2019,15:30,68718,68300,68700,177,1950,8844,41943,3400,1263,9723,-10,791,637,91,-1840,1600,-2531,793,3576,2,24,151,165,2763,5915,1,6495,2743,485,215,329,247
France,Données temps réel,02/12/2019,15:45,68724,68200,68400,177,1904,8792,41924,3339,1023,9411,0,790,1364,91,,,,,,2,24,151,163,2755,5873,1,6530,2495,386,216,327,247
France,Données temps réel,02/12/2019,16:00,68184,68100,68100,177,1963,8847,41950,3105,776,9802,0,790,774,92,-1850,1600,-2381,661,2445,2,24,151,164,2757,5925,1,6581,2716,505,217,326,247
France,Données temps réel,02/12/2019,16:15,68545,68250,68450,177,2081,8932,42019,3070,575,10307,-12,790,606,94,,,,,,2,24,151,164,2769,5998,1,6645,2943,719,215,328,247
France,Données temps réel,02/12/2019,16:30,68787,68400,68800,177,2131,8940,42060,3003,397,10785,-1,789,506,94,-1850,1600,-2381,662,2445,2,24,151,164,2762,6013,1,6689,3256,840,215,327,247
France,Données temps réel,02/12/2019,16:45,69169,69000,69350,171,2095,8919,42064,2993,263,11497,0,789,378,93,,,,,,-4,24,151,164,2774,5980,1,6966,3274,1257,215,327,247
France,Données temps réel,02/12/2019,17:00,69852,69600,69900,514,2151,8958,42079,2989,154,11716,-3,789,505,97,-1950,1433,-2116,1227,2484,339,24,151,163,2801,5993,1,6933,3387,1396,216,326,247
France,Données temps réel,02/12/2019,17:15,71690,71100,71450,826,2195,8998,42122,3030,137,12162,-2,788,1434,100,,,,,,650,25,151,165,2815,6017,1,7132,3577,1453,214,327,247
France,Données temps réel,02/12/2019,17:30,73000,72600,73000,1076,2107,8968,42029,3125,137,14071,0,788,699,98,-1950,1433,-2116,1227,2484,900,25,151,155,2809,6003,1,7132,4316,2623,214,327,247
France,Données temps réel,02/12/2019,17:45,74238,73600,74150,1255,2204,9135,42127,3149,0,14707,0,791,749,101,,,,,,1079,25,151,271,2815,6048,1,7164,4590,2953,217,327,247
France,Données temps réel,02/12/2019,18:00,75231,74600,75300,1416,2157,9223,42096,3193,0,14841,-1,792,1393,102,-1850,1233,-926,1227,3119,1240,25,151,368,2817,6037,1,7160,4806,2875,215,330,247
France,Données temps réel,02/12/2019,18:15,76033,75400,76050,1407,1981,9177,41988,3309,0,14099,0,791,3164,101,,,,,,1231,25,151,367,2838,5971,1,7242,4582,2275,216,328,247
France,Données temps réel,02/12/2019,18:30,76811,76200,76800,1409,2014,9212,41992,3408,0,14993,-1,792,2883,100,-1850,1233,-926,1227,3119,1234,25,150,369,2863,5979,1,7295,4866,2832,217,328,247
France,Données temps réel,02/12/2019,18:45,77988,76900,77650,1417,2030,9210,42033,3444,0,15618,0,794,3328,99,,,,,,1241,25,151,367,2856,5986,1,7288,5183,3147,219,328,247
France,Données temps réel,02/12/2019,19:00,78284,77600,78500,1418,2110,9211,42063,3557,0,16012,0,794,3009,100,-1800,1200,-328,1227,3436,1242,25,151,369,2852,5989,1,7282,5272,3458,219,328,247
France,Données temps réel,02/12/2019,19:15,77983,76900,77950,1421,2031,9217,42130,3547,0,15309,0,787,3426,99,,,,,,1246,24,151,369,2851,5996,1,7254,4898,3157,215,325,247
France,Données temps réel,02/12/2019,19:30,77549,76200,77400,1427,1992,9228,42178,3450,0,14911,-1,790,3459,100,-1800,1200,-328,1227,3436,1252,24,151,369,2855,6003,1,7243,4694,2974,216,327,247
France,Données temps réel,02/12/2019,19:45,76191,75100,76400,1426,1927,9220,42138,3404,0,14002,0,790,3167,100,,,,,,1251,24,151,368,2872,5979,1,7211,4150,2641,215,328,247
France,Données temps réel,02/12/2019,20:00,75377,74000,75400,832,2003,9216,42183,3362,0,13598,-1,791,3277,96,-2000,1200,-455,895,3402,657,24,151,371,2859,5985,1,7162,4202,2234,216,328,247
France,Données temps réel,02/12/2019,20:15,74071,72700,74150,810,2043,9002,42161,3344,0,12513,0,790,3296,97,,,,,,635,24,151,215,2847,5939,1,6964,4052,1497,215,328,247
France,Données temps réel,02/12/2019,20:30,73003,71400,72900,231,2075,9069,42139,3382,0,12118,-1,781,3095,93,-2000,1200,-455,895,3402,56,24,151,203,2829,6036,1,6901,3595,1622,206,328,247
France,Données temps réel,02/12/2019,20:45,71920,70450,72000,177,2147,8869,42149,3404,0,11413,0,785,2855,93,,,,,,2,24,151,74,2824,5970,1,6837,3570,1006,212,326,247
France,Données temps réel,02/12/2019,21:00,71066,69500,71100,177,2018,8749,42151,3363,0,11434,0,785,2273,91,-2000,1200,-1700,-839,4662,2,24,151,0,2820,5928,1,6858,3243,1333,211,327,247
France,Données temps réel,02/12/2019,21:15,70409,68500,70255,175,2140,8699,42165,3294,0,11842,0,785,1188,92,,,,,,0,24,151,0,2782,5916,1,6714,3511,1617,213,325,247
France,Données temps réel,02/12/2019,21:30,69471,67500,69410,177,2174,8699,42161,3259,0,10880,0,789,1217,93,-2000,1200,-1700,-839,4662,2,24,151,-1,2784,5915,1,6685,3447,748,215,327,247
France,Données temps réel,02/12/2019,21:45,68328,66800,68610,177,2156,8686,42137,3203,0,9827,-1,785,1240,95,,,,,,2,24,151,-1,2785,5901,1,6472,2713,642,210,328,247
France,Données temps réel,02/12/2019,22:00,67971,66100,67810,174,1990,8606,42144,3254,0,9341,0,790,1555,93,-2000,1300,-995,-699,5316,0,24,150,0,2782,5823,1,6464,2442,435,214,329,247
France,Données temps réel,02/12/2019,22:15,67879,66500,68325,176,1830,8464,42137,3259,0,8730,-180,789,2556,91,,,,,,1,24,151,0,2780,5683,1,6341,2101,288,214,328,247
France,Données temps réel,02/12/2019,22:30,68809,66900,68840,176,1819,8525,42174,3268,0,9299,-186,792,2827,90,-2000,1300,-995,-699,5327,1,24,151,-1,2786,5739,1,6343,2550,406,216,329,247
France,Données temps réel,02/12/2019,22:45,70926,68200,70010,177,2017,8627,42087,3259,0,11146,-186,794,2889,91,,,,,,2,24,151,-1,2785,5842,1,6429,3643,1074,218,329,247
France,Données temps réel,02/12/2019,23:00,70603,69500,71180,174,2068,8619,42086,3209,0,10495,-203,795,3244,93,-159,1500,-1251,-1350,4955,-1,24,151,-1,2783,5836,1,6396,3189,910,218,330,247
France,Données temps réel,02/12/2019,23:15,70139,69250,70950,177,2055,8397,42072,3202,0,10148,-221,794,3398,92,,,,,,2,24,151,-1,2791,5606,1,6388,2928,832,219,328,247
France,Données temps réel,02/12/2019,23:30,69893,69000,70720,177,2011,8304,42042,3165,0,9729,-213,793,3764,91,-159,1500,-1251,-1350,4955,2,24,151,0,2786,5517,1,6306,2676,747,218,328,247
France,Données temps réel,02/12/2019,23:45,70332,68650,69930,176,2122,8493,42110,3113,0,9878,-52,795,3581,93,,,,,,1,24,151,-1,2788,5705,1,6304,2665,909,219,329,247
France,Données temps réel,03/12/2019,00:00,69281,68300,69200,176,2191,8519,42148,3086,0,9107,-52,793,3194,96,-640,1600,-2418,-1467,5319,1,24,151,0,2793,5725,1,6244,2321,542,217,329,247
France,Données temps réel,03/12/2019,00:15,68842,67450,68200,170,2238,8425,42108,2976,0,9658,-129,794,2487,95,,,,,,0,19,151,-1,2729,5696,1,6077,2431,1150,218,329,247
France,Données temps réel,03/12/2019,00:30,67231,66600,67200,170,2162,8332,42002,2943,0,8936,-130,790,1911,95,-640,1600,-2418,-1467,5319,0,19,151,0,2726,5605,1,6035,2209,692,218,325,247
France,Données temps réel,03/12/2019,00:45,65610,65450,66150,171,2039,8252,41838,2922,0,7955,-697,789,2227,95,,,,,,1,19,151,0,2773,5478,1,5947,1771,237,216,326,247
France,Données temps réel,03/12/2019,01:00,64998,64300,65100,172,2000,8257,41858,2920,0,7938,-695,787,1653,95,-2000,2200,-2468,-1266,4836,2,19,151,-1,2790,5467,1,5937,1763,238,216,324,247
France,Données temps réel,03/12/2019,01:15,65283,64750,65050,172,2267,8474,42198,2886,0,8024,-730,785,1099,99,,,,,,2,19,151,0,2791,5682,1,5809,2145,70,212,326,247
France,Données temps réel,03/12/2019,01:30,64682,65200,65000,171,2209,8511,42162,2844,0,7813,-1209,788,1275,100,-2000,2200,-2468,-1266,4836,1,19,151,-1,2789,5722,1,5754,1990,69,216,325,247
France,Données temps réel,03/12/2019,01:45,64769,65050,64900,172,2283,8474,42272,2774,0,8274,-1567,787,1185,100,,,,,,2,19,151,0,2796,5677,1,5784,2420,70,212,328,247
France,Données temps réel,03/12/2019,02:00,64302,64900,64800,172,2187,8378,42391,2880,0,8007,-1728,787,1118,99,-2000,2200,-1877,-1561,4659,2,19,151,0,2797,5580,1,5727,2211,69,211,329,247
France,Données temps réel,03/12/2019,02:15,64723,64150,64300,171,2253,8480,42610,2846,0,8078,-1887,789,1267,100,,,,,,1,19,151,-1,2798,5682,1,5692,2317,69,214,328,247
France,Données temps réel,03/12/2019,02:30,63839,63400,63800,171,2165,8391,42711,2933,0,7440,-2205,794,1328,100,-2000,2200,-1877,-1561,4659,1,19,151,0,2797,5593,1,5697,1674,69,217,330,247
France,Données temps réel,03/12/2019,02:45,63200,62650,63100,171,2122,8373,42806,2921,0,7346,-2522,788,1090,99,,,,,,1,19,151,-1,2800,5573,1,5634,1643,69,213,328,247
France,Données temps réel,03/12/2019,03:00,62426,61900,62400,171,2053,8343,42812,2779,0,7237,-2519,790,649,99,-2000,2500,-2468,-1893,3466,1,19,151,-1,2802,5541,1,5650,1518,69,214,329,247
France,Données temps réel,03/12/2019,03:15,62265,61450,61950,171,2166,8522,43036,2766,0,7560,-2519,788,-339,100,,,,,,1,19,151,-1,2799,5723,1,5709,1781,70,214,327,247
France,Données temps réel,03/12/2019,03:30,61485,61000,61500,172,2054,8462,43029,2674,0,7540,-2940,786,-406,99,-2000,2500,-2468,-1893,3366,2,19,151,-1,2800,5662,1,5713,1758,69,211,328,247
France,Données temps réel,03/12/2019,03:45,61097,60700,61200,172,2022,8490,43075,2739,0,7437,-3167,792,-574,99,,,,,,2,19,151,-1,2800,5690,1,5731,1637,69,216,329,247
France,Données temps réel,03/12/2019,04:00,61106,60400,60900,172,2056,8499,43039,2682,0,7400,-3171,794,-473,100,-2000,2500,-2468,-2068,3606,2,19,151,0,2798,5700,1,5698,1633,69,217,330,247
France,Données temps réel,03/12/2019,04:15,61370,60500,61050,172,2078,8523,43093,2600,0,7408,-3166,794,-243,101,,,,,,2,19,151,-1,2801,5722,1,5695,1643,70,217,330,247
France,Données temps réel,03/12/2019,04:30,61022,60600,61200,172,2075,8495,43073,2526,0,7285,-3004,794,-506,101,-2000,2500,-2468,-2068,3506,2,19,151,0,2798,5696,1,5679,1536,70,218,329,247
France,Données temps réel,03/12/2019,04:45,61363,60900,61850,172,2082,8532,43080,2440,0,7325,-2771,792,-402,101,,,,,,2,19,151,-1,2798,5734,1,5707,1548,70,216,329,247
France,Données temps réel,03/12/2019,05:00,62457,61200,62500,171,2064,8501,43051,2434,0,7475,-2359,791,218,99,-1238,2500,-2468,-2304,5007,1,19,151,0,2800,5700,1,5732,1674,69,215,329,247
France,Données temps réel,03/12/2019,05:15,63790,62200,63650,171,1999,8375,42987,2291,0,7843,-2311,792,1529,97,,,,,,1,19,151,0,2802,5572,1,5775,1973,95,216,329,247
France,Données temps réel,03/12/2019,05:30,64844,63200,64800,171,2048,8435,43033,2260,0,8268,-1465,795,1189,96,-1238,2500,-2468,-2304,5007,1,19,151,-1,2804,5631,1,5798,2370,100,217,331,247
France,Données temps réel,03/12/2019,05:45,65642,64400,65800,171,2065,8485,43070,2203,0,8313,-975,794,1407,96,,,,,,1,19,151,-1,2800,5685,1,5788,2425,100,217,330,247
France,Données temps réel,03/12/2019,06:00,66836,65600,66800,171,1999,8364,42935,2269,0,8392,-640,797,2434,94,-194,1600,-230,-651,3850,1,19,151,0,2811,5552,1,5802,2297,293,220,330,247
France,Données temps réel,03/12/2019,06:15,69537,67600,68950,171,1888,8323,43128,2131,0,9040,0,793,3943,90,,,,,,1,19,151,-1,2846,5477,1,6109,2621,310,217,329,247
France,Données temps réel,03/12/2019,06:30,71145,69600,71100,170,2075,8647,43190,2133,0,10033,0,793,3989,93,-194,1600,-230,-651,3615,0,19,151,0,2848,5798,1,6296,3252,485,217,329,247
France,Données temps réel,03/12/2019,06:45,72934,71500,73000,171,2063,8580,43189,2073,0,12120,0,794,3827,90,,,,,,1,19,151,0,2856,5723,1,6353,3775,1992,218,329,247
France,Données temps réel,03/12/2019,07:00,74919,73400,74900,171,2169,8574,43170,2004,0,12487,0,791,5434,91,1393,1125,955,1225,1970,1,19,151,-1,2875,5699,1,6327,3938,2222,215,329,247
France,Données temps réel,03/12/2019,07:15,76772,74950,76400,172,2124,8743,43149,2053,0,13792,0,790,5832,89,,,,,,2,19,151,0,2931,5811,1,6626,4349,2817,215,328,247
France,Données temps réel,03/12/2019,07:30,77905,76500,77900,171,2281,8810,43147,2064,0,14042,0,787,6485,91,1393,1125,955,1219,1669,2,19,150,0,2929,5880,1,6651,4453,2938,212,328,247
France,Données temps réel,03/12/2019,07:45,79031,77300,78950,171,2361,8909,43187,2059,0,14950,0,781,6501,91,,,,,,2,19,150,0,2941,5967,1,6848,4672,3430,207,327,247
France,Données temps réel,03/12/2019,08:00,79989,78100,80000,163,2372,8941,43201,2081,131,15759,0,782,6559,91,519,867,795,1227,2515,-6,19,150,-1,2950,5991,1,6931,4927,3901,208,327,247
France,Données temps réel,03/12/2019,08:15,79585,78000,79750,648,2371,8940,43196,2016,151,15898,0,790,5575,95,,,,,,479,19,150,-1,2949,5991,1,6988,5055,3855,213,330,247
France,Données temps réel,03/12/2019,08:30,79488,77900,79500,1164,2357,9055,43166,1987,196,15068,0,788,5707,101,519,867,795,1227,2565,995,19,150,150,2947,5957,1,7007,4630,3431,212,329,247
France,Données temps réel,03/12/2019,08:45,79254,78050,79200,1241,2339,9232,43213,2012,298,14560,-7,786,5580,103,,,,,,1072,19,150,367,2948,5916,1,6979,4463,3118,209,330,247
France,Données temps réel,03/12/2019,09:00,78946,78200,78900,1237,2353,9301,43222,1968,442,14400,-7,781,5249,103,93,700,753,1201,1833,1067,19,151,366,2949,5985,1,6972,4641,2787,205,329,247
France,Données temps réel,03/12/2019,09:15,78799,78050,78950,1238,2367,9322,43204,1834,710,14835,-17,782,4524,103,,,,,,1068,19,151,359,2942,6020,1,6996,4848,2991,206,329,247
France,Données temps réel,03/12/2019,09:30,78966,77900,79000,1235,2354,9247,43225,1858,1039,14686,-12,777,4557,102,93,700,753,1205,1961,1066,19,150,358,2915,5973,1,6980,4751,2955,201,329,247
France,Données temps réel,03/12/2019,09:45,78951,77700,78750,1237,2346,9295,43220,1754,1373,14135,-20,776,4835,103,,,,,,1068,19,150,364,2915,6015,1,6993,4367,2775,201,328,247
France,Données temps réel,03/12/2019,10:00,78542,77500,78500,1233,2334,9242,43216,1832,1704,13445,-11,781,4766,103,-52,700,970,1205,3127,1064,19,150,357,2910,5974,1,6919,3997,2529,206,328,247
France,Données temps réel,03/12/2019,10:15,78251,77300,78200,936,2331,9205,43218,1771,2025,12944,-11,780,5052,100,,,,,,767,19,150,367,2906,5931,1,6894,3685,2365,205,328,247
France,Données temps réel,03/12/2019,10:30,77939,77100,77900,816,2329,9224,43253,1780,2386,12119,-17,785,5264,100,-52,700,970,1205,3127,646,19,151,363,2903,5957,1,6888,3634,1597,210,328,247
France,Données temps réel,03/12/2019,10:45,78109,77000,77800,829,2327,9213,43237,1807,2634,12031,-22,779,5274,99,,,,,,660,19,150,363,2906,5943,1,6865,3612,1554,204,328,247
France,Données temps réel,03/12/2019,11:00,77569,76900,77700,818,2333,9232,43235,1813,2905,11238,-23,782,5236,100,492,700,970,1227,3178,649,19,150,361,2907,5963,1,6790,3543,905,208,327,247
France,Données temps réel,03/12/2019,11:15,77728,76750,77500,819,2290,9165,43266,1851,3106,10430,-48,785,6064,100,,,,,,650,19,150,364,2854,5946,1,6646,3479,305,210,328,247
France,Données temps réel,03/12/2019,11:30,77375,76600,77300,450,2247,9134,43274,1845,3297,10352,-48,786,6038,96,492,700,970,1227,3178,281,19,150,290,2852,5991,1,6591,3460,301,213,326,247
France,Données temps réel,03/12/2019,11:45,77199,76750,77400,170,2290,8861,43255,1885,3427,10364,-51,787,6211,92,,,,,,1,19,150,-2,2851,6011,1,6510,3249,605,215,325,247
France,Données temps réel,03/12/2019,12:00,77424,76900,77500,171,2287,8845,43290,1894,3585,10436,-54,785,6185,92,554,700,976,1205,2644,2,19,150,-1,2839,6006,1,6561,3263,612,213,325,247
France,Données temps réel,03/12/2019,12:15,76609,76350,76750,171,2301,8829,43308,1849,3555,10230,-53,786,5633,92,,,,,,1,19,151,0,2854,5974,1,6506,3099,625,211,328,247
France,Données temps réel,03/12/2019,12:30,76333,75800,76000,171,2237,8811,43283,1856,3582,9887,-61,789,5778,92,554,700,976,1205,2644,1,19,151,0,2856,5954,1,6497,2883,507,215,327,247
France,Données temps réel,03/12/2019,12:45,76531,76100,76550,171,2371,8787,43297,1802,3676,10196,-52,788,5495,93,,,,,,2,19,150,-1,2827,5960,1,6567,3286,343,214,327,247
France,Données temps réel,03/12/2019,13:00,75700,76400,77100,171,2271,8696,43283,1718,3696,9627,-44,786,5496,92,258,700,970,192,2629,1,19,151,0,2824,5871,1,6510,2932,185,213,326,247
France,Données temps réel,03/12/2019,13:15,74878,74900,75700,172,2355,8734,43288,1708,3704,9962,-6,788,4173,93,,,,,,2,19,151,0,2821,5912,1,6502,3144,316,215,326,247
France,Données temps réel,03/12/2019,13:30,74378,73400,74300,172,2342,8666,43306,1759,3599,9505,-14,783,4260,93,258,700,970,192,2629,2,19,151,0,2820,5845,1,6462,2817,226,209,327,247
France,Données temps réel,03/12/2019,13:45,73602,73050,73900,171,2327,8641,43313,1793,3515,8979,-8,785,4086,93,,,,,,1,19,151,0,2819,5821,1,6250,2528,201,210,328,247
